Sales_Person,Country,Product,Date,Amount,Boxes_Shipped,Year,Month,Day,Day_Name,Day_of_Week,Week,Quarter,Weekend,Revenue_per_Box,Product_ID,Country_ID,Salesperson_ID,Lag_1,Lag_7,Rolling_7,Rolling_30
Ches Bonnell,India,Organic Choco Syrup,2022-03-08,16569,99,2022,3,8,Tuesday,1,10,1,0,167.36363636363637,16,2,5,39.0,277.0,119.57142857142857,0.0
Barr Faughny,Canada,Organic Choco Syrup,2022-03-10,1141,205,2022,3,10,Thursday,3,10,1,0,5.565853658536585,16,1,1,99.0,158.0,126.28571428571429,0.0
Kaine Padly,USA,Organic Choco Syrup,2022-03-11,2380,22,2022,3,11,Friday,4,10,1,0,108.18181818181819,16,5,14,205.0,42.0,123.42857142857143,0.0
Kaine Padly,Canada,Organic Choco Syrup,2022-03-29,5684,81,2022,3,29,Tuesday,1,13,1,0,70.17283950617283,16,1,14,22.0,270.0,96.42857142857143,0.0
Kaine Padly,UK,Organic Choco Syrup,2022-03-31,2282,178,2022,3,31,Thursday,3,13,1,0,12.820224719101123,16,4,14,81.0,22.0,118.71428571428571,0.0
Jan Morforth,UK,Organic Choco Syrup,2022-04-12,1197,356,2022,4,12,Tuesday,1,15,2,0,3.3623595505617976,16,4,12,178.0,207.0,140.0,0.0
Dennison Crosswaite,Australia,Organic Choco Syrup,2022-05-10,5775,41,2022,5,10,Tuesday,1,19,2,0,140.85365853658536,16,0,7,356.0,39.0,140.28571428571428,0.0
Marney O'Breen,Australia,Organic Choco Syrup,2022-05-16,273,174,2022,5,16,Monday,0,20,2,0,1.5689655172413792,16,0,19,41.0,99.0,151.0,0.0
Van Tuxwell,India,Organic Choco Syrup,2022-05-16,19929,174,2022,5,16,Monday,0,20,2,0,114.53448275862068,16,2,23,174.0,205.0,146.57142857142858,0.0
Beverie Moffet,New Zealand,Organic Choco Syrup,2022-05-24,6678,226,2022,5,24,Tuesday,1,21,2,0,29.548672566371682,16,3,2,174.0,22.0,175.71428571428572,0.0
Brien Boise,USA,Organic Choco Syrup,2022-05-25,16233,138,2022,5,25,Wednesday,2,21,2,0,117.6304347826087,16,5,3,226.0,81.0,183.85714285714286,0.0
Gunar Cockshoot,India,Organic Choco Syrup,2022-06-03,7196,160,2022,6,3,Friday,4,22,2,0,44.975,16,2,10,138.0,178.0,181.28571428571428,155.13333333333333
Beverie Moffet,India,Organic Choco Syrup,2022-06-23,1036,20,2022,6,23,Thursday,3,25,2,0,51.8,16,2,2,160.0,356.0,133.28571428571428,149.0
Curtice Advani,Australia,Organic Choco Syrup,2022-06-28,3472,311,2022,6,28,Tuesday,1,26,2,0,11.163987138263666,16,0,6,20.0,41.0,171.85714285714286,151.73333333333332
Oby Sorrel,UK,Organic Choco Syrup,2022-06-30,7980,157,2022,6,30,Thursday,3,26,2,0,50.82802547770701,16,4,20,311.0,174.0,169.42857142857142,155.86666666666667
Mallorie Waber,New Zealand,Organic Choco Syrup,2022-07-01,5075,256,2022,7,1,Friday,4,26,3,0,19.82421875,16,3,18,157.0,174.0,181.14285714285714,161.66666666666666
Roddy Speechley,Australia,Organic Choco Syrup,2022-07-04,3647,76,2022,7,4,Monday,0,27,3,0,47.98684210526316,16,0,22,256.0,226.0,159.71428571428572,153.76666666666668
Oby Sorrel,Canada,Organic Choco Syrup,2022-07-05,1232,74,2022,7,5,Tuesday,1,27,3,0,16.64864864864865,16,1,20,76.0,138.0,150.57142857142858,151.76666666666668
Madelene Upcott,Australia,Organic Choco Syrup,2022-07-05,10794,50,2022,7,5,Tuesday,1,27,3,0,215.88,16,0,17,74.0,160.0,134.85714285714286,141.56666666666666
Wilone O'Kielt,Australia,Organic Choco Syrup,2022-07-07,1743,111,2022,7,7,Thursday,3,27,3,0,15.702702702702704,16,0,24,50.0,20.0,147.85714285714286,144.0
Oby Sorrel,India,Organic Choco Syrup,2022-07-08,6181,56,2022,7,8,Friday,4,27,3,0,110.375,16,2,20,111.0,311.0,111.42857142857143,142.36666666666667
Marney O'Breen,New Zealand,Organic Choco Syrup,2022-07-08,8624,50,2022,7,8,Friday,4,27,3,0,172.48,16,3,19,56.0,157.0,96.14285714285714,136.83333333333334
Wilone O'Kielt,UK,Organic Choco Syrup,2022-07-12,4858,52,2022,7,12,Tuesday,1,28,3,0,93.42307692307692,16,4,24,50.0,256.0,67.0,136.06666666666666
Karlen McCaffrey,Canada,Organic Choco Syrup,2022-07-15,2415,312,2022,7,15,Friday,4,28,3,0,7.740384615384615,16,1,15,52.0,76.0,100.71428571428571,137.23333333333332
Ches Bonnell,New Zealand,Organic Choco Syrup,2022-07-15,7623,85,2022,7,15,Friday,4,28,3,0,89.68235294117648,16,3,5,312.0,74.0,102.28571428571429,134.8
Brien Boise,Australia,Organic Choco Syrup,2022-07-15,4263,264,2022,7,15,Friday,4,28,3,0,16.147727272727273,16,0,3,85.0,50.0,132.85714285714286,142.2
Dennison Crosswaite,USA,Organic Choco Syrup,2022-07-18,12656,126,2022,7,18,Monday,0,29,3,0,100.44444444444444,16,5,7,264.0,111.0,135.0,137.4
Kelci Walkden,USA,Organic Choco Syrup,2022-07-21,9870,152,2022,7,21,Thursday,3,29,3,0,64.9342105263158,16,5,16,126.0,56.0,148.71428571428572,141.73333333333332
Madelene Upcott,UK,Organic Choco Syrup,2022-07-21,6965,163,2022,7,21,Thursday,3,29,3,0,42.73006134969325,16,4,17,152.0,50.0,164.85714285714286,140.26666666666668
Ches Bonnell,Canada,Organic Choco Syrup,2022-07-26,574,217,2022,7,26,Tuesday,1,30,3,0,2.6451612903225805,16,1,5,163.0,52.0,188.42857142857142,146.2
Ches Bonnell,USA,Organic Choco Syrup,2022-07-28,7721,14,2022,7,28,Thursday,3,30,3,0,551.5,16,5,5,217.0,312.0,145.85714285714286,143.36666666666667
Van Tuxwell,Australia,Organic Choco Syrup,2022-08-10,19453,14,2022,8,10,Wednesday,2,32,3,0,1389.5,16,0,23,14.0,85.0,135.71428571428572,137.0
Gunar Cockshoot,USA,Organic Choco Syrup,2022-08-10,2331,321,2022,8,10,Wednesday,2,32,3,0,7.261682242990654,16,5,10,14.0,264.0,143.85714285714286,146.96666666666667
Van Tuxwell,UK,Organic Choco Syrup,2022-08-26,2002,214,2022,8,26,Friday,4,34,3,0,9.355140186915888,16,4,23,321.0,126.0,156.42857142857142,151.4
Jan Morforth,India,Peanut Butter Cubes,2022-01-04,8092,178,2022,1,4,Tuesday,1,1,1,0,45.46067415730337,17,2,12,0.0,0.0,0.0,0.0
Marney O'Breen,India,Peanut Butter Cubes,2022-01-10,6489,146,2022,1,10,Monday,0,2,1,0,44.445205479452056,17,2,19,178.0,0.0,0.0,0.0
Brien Boise,UK,Peanut Butter Cubes,2022-01-10,15330,30,2022,1,10,Monday,0,2,1,0,511.0,17,4,3,146.0,0.0,0.0,0.0
Ches Bonnell,India,Peanut Butter Cubes,2022-01-27,22050,208,2022,1,27,Thursday,3,4,1,0,106.00961538461539,17,2,5,30.0,0.0,0.0,0.0
Madelene Upcott,New Zealand,Peanut Butter Cubes,2022-01-28,5152,333,2022,1,28,Friday,4,4,1,0,15.471471471471471,17,3,17,208.0,0.0,0.0,0.0
Dennison Crosswaite,UK,Peanut Butter Cubes,2022-02-07,8925,158,2022,2,7,Monday,0,6,1,0,56.4873417721519,17,4,7,333.0,0.0,0.0,0.0
Roddy Speechley,India,Peanut Butter Cubes,2022-02-11,10283,21,2022,2,11,Friday,4,6,1,0,489.6666666666667,17,2,22,158.0,0.0,153.42857142857142,0.0
Kaine Padly,USA,Peanut Butter Cubes,2022-02-16,6790,188,2022,2,16,Wednesday,2,7,1,0,36.11702127659574,17,5,14,21.0,178.0,154.85714285714286,0.0
Husein Augar,New Zealand,Peanut Butter Cubes,2022-02-16,2058,236,2022,2,16,Wednesday,2,7,1,0,8.720338983050848,17,3,11,188.0,146.0,167.71428571428572,0.0
Dotty Strutley,India,Peanut Butter Cubes,2022-02-16,9107,73,2022,2,16,Wednesday,2,7,1,0,124.75342465753425,17,2,8,236.0,30.0,173.85714285714286,0.0
Andria Kimpton,Canada,Peanut Butter Cubes,2022-02-16,1127,319,2022,2,16,Wednesday,2,7,1,0,3.5329153605015673,17,1,0,73.0,208.0,189.71428571428572,0.0
Beverie Moffet,New Zealand,Peanut Butter Cubes,2022-02-23,10822,30,2022,2,23,Wednesday,2,8,1,0,360.73333333333335,17,3,2,319.0,333.0,146.42857142857142,0.0
Jehu Rudeforth,UK,Peanut Butter Cubes,2022-02-24,13685,184,2022,2,24,Thursday,3,8,1,0,74.375,17,4,13,30.0,158.0,150.14285714285714,0.0
Roddy Speechley,USA,Peanut Butter Cubes,2022-02-25,1736,137,2022,2,25,Friday,4,8,1,0,12.671532846715328,17,5,22,184.0,21.0,166.71428571428572,0.0
Curtice Advani,UK,Peanut Butter Cubes,2022-03-01,15008,165,2022,3,1,Tuesday,1,9,1,0,90.95757575757575,17,4,6,137.0,188.0,163.42857142857142,0.0
Ches Bonnell,New Zealand,Peanut Butter Cubes,2022-03-04,889,273,2022,3,4,Friday,4,9,1,0,3.2564102564102564,17,3,5,165.0,236.0,168.71428571428572,0.0
Marney O'Breen,Canada,Peanut Butter Cubes,2022-03-08,6594,91,2022,3,8,Tuesday,1,10,1,0,72.46153846153847,17,1,19,273.0,73.0,171.28571428571428,0.0
Ches Bonnell,Australia,Peanut Butter Cubes,2022-03-14,10199,68,2022,3,14,Monday,0,11,1,0,149.98529411764707,17,0,5,91.0,319.0,135.42857142857142,0.0
Curtice Advani,New Zealand,Peanut Butter Cubes,2022-03-15,1533,434,2022,3,15,Tuesday,1,11,1,0,3.532258064516129,17,3,6,68.0,30.0,193.14285714285714,0.0
Kaine Padly,Australia,Peanut Butter Cubes,2022-03-25,5460,286,2022,3,25,Friday,4,12,1,0,19.09090909090909,17,0,14,434.0,184.0,207.71428571428572,0.0
Kelci Walkden,Canada,Peanut Butter Cubes,2022-04-08,7532,44,2022,4,8,Friday,4,14,2,0,171.1818181818182,17,1,16,286.0,137.0,194.42857142857142,0.0
Jehu Rudeforth,India,Peanut Butter Cubes,2022-04-14,28,446,2022,4,14,Thursday,3,15,2,0,0.06278026905829596,17,2,13,44.0,165.0,234.57142857142858,0.0
Ches Bonnell,UK,Peanut Butter Cubes,2022-04-15,2156,260,2022,4,15,Friday,4,15,2,0,8.292307692307693,17,4,5,446.0,273.0,232.71428571428572,0.0
Andria Kimpton,Australia,Peanut Butter Cubes,2022-04-20,6678,148,2022,4,20,Wednesday,2,16,2,0,45.12162162162162,17,0,0,260.0,91.0,240.85714285714286,0.0
Jan Morforth,Australia,Peanut Butter Cubes,2022-04-27,12726,342,2022,4,27,Wednesday,2,17,2,0,37.21052631578947,17,0,12,148.0,68.0,280.0,0.0
Gigi Bohling,USA,Peanut Butter Cubes,2022-05-09,280,75,2022,5,9,Monday,0,19,2,0,3.7333333333333334,17,5,9,342.0,434.0,228.71428571428572,0.0
Husein Augar,India,Peanut Butter Cubes,2022-05-09,4522,5,2022,5,9,Monday,0,19,2,0,904.4,17,2,11,75.0,286.0,188.57142857142858,0.0
Kaine Padly,UK,Peanut Butter Cubes,2022-05-11,6272,86,2022,5,11,Wednesday,2,19,2,0,72.93023255813954,17,4,14,5.0,44.0,194.57142857142858,0.0
Curtice Advani,Canada,Peanut Butter Cubes,2022-05-19,4935,63,2022,5,19,Thursday,3,20,2,0,78.33333333333333,17,1,6,86.0,446.0,139.85714285714286,0.0
Mallorie Waber,USA,Peanut Butter Cubes,2022-05-23,1162,18,2022,5,23,Monday,0,21,2,0,64.55555555555556,17,5,18,63.0,260.0,105.28571428571429,168.16666666666666
Barr Faughny,Canada,Peanut Butter Cubes,2022-06-07,2100,78,2022,6,7,Tuesday,1,23,2,0,26.923076923076923,17,1,1,18.0,148.0,95.28571428571429,164.83333333333334
Oby Sorrel,Canada,Peanut Butter Cubes,2022-06-07,12425,167,2022,6,7,Tuesday,1,23,2,0,74.40119760479043,17,1,20,78.0,342.0,70.28571428571429,165.53333333333333
Marney O'Breen,USA,Peanut Butter Cubes,2022-06-15,693,350,2022,6,15,Wednesday,2,24,2,0,1.98,17,5,19,167.0,75.0,109.57142857142857,176.2
Andria Kimpton,New Zealand,Peanut Butter Cubes,2022-06-20,959,265,2022,6,20,Monday,0,25,2,0,3.6188679245283017,17,3,0,350.0,5.0,146.71428571428572,178.1
Jehu Rudeforth,Australia,Peanut Butter Cubes,2022-06-24,5691,38,2022,6,24,Friday,4,25,2,0,149.76315789473685,17,0,13,265.0,86.0,139.85714285714286,168.26666666666668
Van Tuxwell,Canada,Peanut Butter Cubes,2022-06-24,6342,282,2022,6,24,Friday,4,25,2,0,22.48936170212766,17,1,23,38.0,63.0,171.14285714285714,172.4
Kaine Padly,Canada,Peanut Butter Cubes,2022-07-04,3269,176,2022,7,4,Monday,0,27,3,0,18.573863636363637,17,1,14,282.0,18.0,193.71428571428572,177.56666666666666
Madelene Upcott,Canada,Peanut Butter Cubes,2022-07-05,14763,113,2022,7,5,Tuesday,1,27,3,0,130.64601769911505,17,1,17,176.0,78.0,198.71428571428572,175.06666666666666
Gigi Bohling,India,Peanut Butter Cubes,2022-07-07,4501,91,2022,7,7,Thursday,3,27,3,0,49.46153846153846,17,2,9,113.0,167.0,187.85714285714286,170.23333333333332
Camilla Castle,India,Peanut Butter Cubes,2022-07-15,11837,277,2022,7,15,Friday,4,28,3,0,42.73285198555957,17,2,4,91.0,350.0,177.42857142857142,177.03333333333333
Camilla Castle,UK,Peanut Butter Cubes,2022-07-19,4872,126,2022,7,19,Tuesday,1,29,3,0,38.666666666666664,17,4,4,277.0,265.0,157.57142857142858,170.6
Camilla Castle,New Zealand,Peanut Butter Cubes,2022-07-21,1582,62,2022,7,21,Thursday,3,29,3,0,25.516129032258064,17,3,4,126.0,38.0,161.0,171.66666666666666
Jan Morforth,USA,Peanut Butter Cubes,2022-07-22,9037,102,2022,7,22,Friday,4,29,3,0,88.59803921568627,17,5,12,62.0,282.0,135.28571428571428,168.93333333333334
Marney O'Breen,New Zealand,Peanut Butter Cubes,2022-08-03,8379,173,2022,8,3,Wednesday,2,31,3,0,48.433526011560694,17,3,19,102.0,176.0,134.85714285714286,170.13333333333333
Karlen McCaffrey,Canada,Peanut Butter Cubes,2022-08-12,3094,159,2022,8,12,Friday,4,32,3,0,19.459119496855347,17,1,15,173.0,113.0,141.42857142857142,169.93333333333334
Madelene Upcott,UK,Peanut Butter Cubes,2022-08-12,7756,85,2022,8,12,Friday,4,32,3,0,91.24705882352941,17,4,17,159.0,91.0,140.57142857142858,163.66666666666666
Roddy Speechley,UK,Peanut Butter Cubes,2022-08-17,5691,171,2022,8,17,Wednesday,2,33,3,0,33.280701754385966,17,4,22,85.0,277.0,125.42857142857143,166.33333333333334
Beverie Moffet,USA,Peanut Butter Cubes,2022-08-18,13930,339,2022,8,18,Thursday,3,33,3,0,41.091445427728615,17,5,2,171.0,126.0,155.85714285714286,175.36666666666667
Brien Boise,Australia,Peanut Butter Cubes,2022-08-19,301,205,2022,8,19,Friday,4,33,3,0,1.4682926829268292,17,0,3,339.0,62.0,176.28571428571428,167.73333333333332
Dotty Strutley,USA,Raspberry Choco,2022-01-03,3437,46,2022,1,3,Monday,0,1,1,0,74.71739130434783,18,5,8,0.0,0.0,0.0,0.0
Brien Boise,USA,Raspberry Choco,2022-01-12,672,194,2022,1,12,Wednesday,2,2,1,0,3.463917525773196,18,5,3,46.0,0.0,0.0,0.0
Dennison Crosswaite,USA,Raspberry Choco,2022-01-18,6524,257,2022,1,18,Tuesday,1,3,1,0,25.3852140077821,18,5,7,194.0,0.0,0.0,0.0
Rafaelita Blaksland,Australia,Raspberry Choco,2022-01-19,6916,259,2022,1,19,Wednesday,2,3,1,0,26.7027027027027,18,0,21,257.0,0.0,0.0,0.0
Roddy Speechley,UK,Raspberry Choco,2022-01-28,12635,194,2022,1,28,Friday,4,4,1,0,65.12886597938144,18,4,22,259.0,0.0,0.0,0.0
Dotty Strutley,New Zealand,Raspberry Choco,2022-02-10,5845,91,2022,2,10,Thursday,3,6,1,0,64.23076923076923,18,3,8,194.0,0.0,0.0,0.0
Oby Sorrel,Australia,Raspberry Choco,2022-02-17,1043,120,2022,2,17,Thursday,3,7,1,0,8.691666666666666,18,0,20,91.0,0.0,165.85714285714286,0.0
Gigi Bohling,India,Raspberry Choco,2022-02-22,2583,159,2022,2,22,Tuesday,1,8,1,0,16.245283018867923,18,2,9,120.0,46.0,182.0,0.0
Mallorie Waber,India,Raspberry Choco,2022-03-02,1400,2,2022,3,2,Wednesday,2,9,1,0,700.0,18,2,18,159.0,194.0,154.57142857142858,0.0
Jehu Rudeforth,USA,Raspberry Choco,2022-03-04,7154,133,2022,3,4,Friday,4,9,1,0,53.78947368421053,18,5,13,2.0,257.0,136.85714285714286,0.0
Dennison Crosswaite,Australia,Raspberry Choco,2022-03-14,5740,31,2022,3,14,Monday,0,11,1,0,185.16129032258064,18,0,7,133.0,259.0,104.28571428571429,0.0
Curtice Advani,USA,Raspberry Choco,2022-03-15,2996,139,2022,3,15,Tuesday,1,11,1,0,21.553956834532375,18,5,6,31.0,194.0,96.42857142857143,0.0
Van Tuxwell,UK,Raspberry Choco,2022-03-16,6538,79,2022,3,16,Wednesday,2,11,1,0,82.75949367088607,18,4,23,139.0,91.0,94.71428571428571,0.0
Gunar Cockshoot,Australia,Raspberry Choco,2022-03-17,602,72,2022,3,17,Thursday,3,11,1,0,8.36111111111111,18,0,10,79.0,120.0,87.85714285714286,0.0
Van Tuxwell,Canada,Raspberry Choco,2022-03-17,1267,130,2022,3,17,Thursday,3,11,1,0,9.746153846153845,18,1,23,72.0,159.0,83.71428571428571,0.0
Gigi Bohling,Australia,Raspberry Choco,2022-03-30,6524,303,2022,3,30,Wednesday,2,13,1,0,21.53135313531353,18,0,9,130.0,2.0,126.71428571428571,0.0
Camilla Castle,New Zealand,Raspberry Choco,2022-04-04,4746,137,2022,4,4,Monday,0,14,2,0,34.64233576642336,18,3,4,303.0,133.0,127.28571428571429,0.0
Oby Sorrel,UK,Raspberry Choco,2022-04-08,4599,323,2022,4,8,Friday,4,14,2,0,14.238390092879257,18,4,20,137.0,31.0,169.0,0.0
Barr Faughny,USA,Raspberry Choco,2022-04-12,9282,101,2022,4,12,Tuesday,1,15,2,0,91.9009900990099,18,5,1,323.0,139.0,163.57142857142858,0.0
Oby Sorrel,India,Raspberry Choco,2022-04-14,6832,46,2022,4,14,Thursday,3,15,2,0,148.52173913043478,18,2,20,101.0,79.0,158.85714285714286,0.0
Karlen McCaffrey,USA,Raspberry Choco,2022-04-15,14749,354,2022,4,15,Friday,4,15,2,0,41.663841807909606,18,5,15,46.0,72.0,199.14285714285714,0.0
Beverie Moffet,USA,Raspberry Choco,2022-04-19,14798,83,2022,4,19,Tuesday,1,16,2,0,178.289156626506,18,5,2,354.0,130.0,192.42857142857142,0.0
Mallorie Waber,Australia,Raspberry Choco,2022-04-25,8400,27,2022,4,25,Monday,0,17,2,0,311.1111111111111,18,0,18,83.0,303.0,153.0,0.0
Karlen McCaffrey,Canada,Raspberry Choco,2022-05-09,651,224,2022,5,9,Monday,0,19,2,0,2.90625,18,1,15,27.0,137.0,165.42857142857142,0.0
Oby Sorrel,New Zealand,Raspberry Choco,2022-05-13,4550,281,2022,5,13,Friday,4,19,2,0,16.19217081850534,18,3,20,224.0,323.0,159.42857142857142,0.0
Madelene Upcott,New Zealand,Raspberry Choco,2022-05-18,9226,415,2022,5,18,Wednesday,2,20,2,0,22.23132530120482,18,3,17,281.0,101.0,204.28571428571428,0.0
Camilla Castle,USA,Raspberry Choco,2022-05-20,3339,18,2022,5,20,Friday,4,20,2,0,185.5,18,5,4,415.0,46.0,200.28571428571428,0.0
Marney O'Breen,USA,Raspberry Choco,2022-05-23,6069,151,2022,5,23,Monday,0,21,2,0,40.19205298013245,18,5,19,18.0,354.0,171.28571428571428,0.0
Barr Faughny,Australia,Raspberry Choco,2022-05-27,9268,100,2022,5,27,Friday,4,21,2,0,92.68,18,0,1,151.0,83.0,173.71428571428572,0.0
Brien Boise,India,Raspberry Choco,2022-05-30,6328,164,2022,5,30,Monday,0,22,2,0,38.58536585365854,18,2,3,100.0,27.0,193.28571428571428,154.43333333333334
Kelci Walkden,Australia,Raspberry Choco,2022-06-07,679,56,2022,6,7,Tuesday,1,23,2,0,12.125,18,0,16,164.0,224.0,169.28571428571428,154.76666666666668
Brien Boise,Canada,Raspberry Choco,2022-06-14,2800,45,2022,6,14,Tuesday,1,24,2,0,62.22222222222222,18,1,3,56.0,281.0,135.57142857142858,149.8
Husein Augar,India,Raspberry Choco,2022-06-15,9954,154,2022,6,15,Wednesday,2,24,2,0,64.63636363636364,18,2,11,45.0,415.0,98.28571428571429,146.36666666666667
Oby Sorrel,Canada,Raspberry Choco,2022-06-16,1750,208,2022,6,16,Thursday,3,24,2,0,8.413461538461538,18,1,20,154.0,18.0,125.42857142857143,144.66666666666666
Kelci Walkden,India,Raspberry Choco,2022-06-16,8183,254,2022,6,16,Thursday,3,24,2,0,32.21653543307087,18,2,16,208.0,151.0,140.14285714285714,146.66666666666666
Gunar Cockshoot,Canada,Raspberry Choco,2022-06-23,2058,126,2022,6,23,Thursday,3,25,2,0,16.333333333333332,18,1,10,254.0,100.0,143.85714285714286,147.83333333333334
Andria Kimpton,USA,Raspberry Choco,2022-06-30,14504,21,2022,6,30,Thursday,3,26,2,0,690.6666666666666,18,5,0,126.0,164.0,123.42857142857143,144.53333333333333
Madelene Upcott,India,Raspberry Choco,2022-07-07,4221,9,2022,7,7,Thursday,3,27,3,0,469.0,18,2,17,21.0,56.0,116.71428571428571,139.53333333333333
Madelene Upcott,Australia,Raspberry Choco,2022-07-13,6321,88,2022,7,13,Wednesday,2,28,3,0,71.82954545454545,18,0,17,9.0,45.0,122.85714285714286,142.4
Barr Faughny,New Zealand,Raspberry Choco,2022-07-29,6468,66,2022,7,29,Friday,4,30,3,0,98.0,18,3,1,88.0,154.0,110.28571428571429,140.16666666666666
Dotty Strutley,Canada,Raspberry Choco,2022-08-03,4347,238,2022,8,3,Wednesday,2,31,3,0,18.264705882352942,18,1,8,66.0,208.0,114.57142857142857,147.06666666666666
Gigi Bohling,New Zealand,Raspberry Choco,2022-08-09,1127,176,2022,8,9,Tuesday,1,32,3,0,6.403409090909091,18,3,9,238.0,254.0,103.42857142857143,148.3
Gunar Cockshoot,UK,Raspberry Choco,2022-08-11,6811,344,2022,8,11,Thursday,3,32,3,0,19.799418604651162,18,4,10,176.0,126.0,134.57142857142858,157.13333333333333
Barr Faughny,UK,Raspberry Choco,2022-08-22,5481,69,2022,8,22,Monday,0,34,3,0,79.43478260869566,18,4,1,344.0,21.0,141.42857142857142,157.03333333333333
Camilla Castle,Australia,Raspberry Choco,2022-08-23,6342,178,2022,8,23,Tuesday,1,34,3,0,35.62921348314607,18,0,4,69.0,9.0,165.57142857142858,158.63333333333333
Karlen McCaffrey,Australia,Raspberry Choco,2022-08-23,994,57,2022,8,23,Tuesday,1,34,3,0,17.43859649122807,18,0,15,178.0,88.0,161.14285714285714,150.43333333333334
Gunar Cockshoot,New Zealand,Raspberry Choco,2022-08-24,630,52,2022,8,24,Wednesday,2,34,3,0,12.115384615384615,18,3,10,57.0,66.0,159.14285714285714,147.6
Madelene Upcott,UK,Raspberry Choco,2022-08-26,7357,341,2022,8,26,Friday,4,34,3,0,21.574780058651026,18,4,17,52.0,238.0,173.85714285714286,148.2
Marney O'Breen,Australia,Smooth Sliky Salty,2022-01-03,3745,170,2022,1,3,Monday,0,1,1,0,22.029411764705884,19,0,19,0.0,0.0,0.0,0.0
Wilone O'Kielt,Australia,Smooth Sliky Salty,2022-01-04,2226,46,2022,1,4,Tuesday,1,1,1,0,48.391304347826086,19,0,24,170.0,0.0,0.0,0.0
Gigi Bohling,New Zealand,Smooth Sliky Salty,2022-01-10,700,97,2022,1,10,Monday,0,2,1,0,7.216494845360825,19,3,9,46.0,0.0,0.0,0.0
Rafaelita Blaksland,UK,Smooth Sliky Salty,2022-01-13,4704,62,2022,1,13,Thursday,3,2,1,0,75.87096774193549,19,4,21,97.0,0.0,0.0,0.0
Brien Boise,New Zealand,Smooth Sliky Salty,2022-01-18,1015,27,2022,1,18,Tuesday,1,3,1,0,37.592592592592595,19,3,3,62.0,0.0,0.0,0.0
Wilone O'Kielt,USA,Smooth Sliky Salty,2022-01-18,504,87,2022,1,18,Tuesday,1,3,1,0,5.793103448275862,19,5,24,27.0,0.0,0.0,0.0
Kelci Walkden,UK,Smooth Sliky Salty,2022-01-19,5929,175,2022,1,19,Wednesday,2,3,1,0,33.88,19,4,16,87.0,0.0,94.85714285714286,0.0
Karlen McCaffrey,Canada,Smooth Sliky Salty,2022-01-19,3017,184,2022,1,19,Wednesday,2,3,1,0,16.39673913043478,19,1,15,175.0,170.0,96.85714285714286,0.0
Beverie Moffet,Australia,Smooth Sliky Salty,2022-01-25,10507,467,2022,1,25,Tuesday,1,4,1,0,22.498929336188436,19,0,2,184.0,46.0,157.0,0.0
Barr Faughny,New Zealand,Smooth Sliky Salty,2022-01-25,3990,169,2022,1,25,Tuesday,1,4,1,0,23.609467455621303,19,3,1,467.0,97.0,167.28571428571428,0.0
Gigi Bohling,Australia,Smooth Sliky Salty,2022-01-25,5768,119,2022,1,25,Tuesday,1,4,1,0,48.470588235294116,19,0,9,169.0,62.0,175.42857142857142,0.0
Kelci Walkden,India,Smooth Sliky Salty,2022-02-01,2464,8,2022,2,1,Tuesday,1,5,1,0,308.0,19,2,16,119.0,27.0,172.71428571428572,0.0
Oby Sorrel,India,Smooth Sliky Salty,2022-02-07,10101,108,2022,2,7,Monday,0,6,1,0,93.52777777777777,19,2,20,8.0,87.0,175.71428571428572,0.0
Mallorie Waber,Australia,Smooth Sliky Salty,2022-02-11,4158,109,2022,2,11,Friday,4,6,1,0,38.14678899082569,19,0,18,108.0,175.0,166.28571428571428,0.0
Beverie Moffet,Canada,Smooth Sliky Salty,2022-02-28,14287,370,2022,2,28,Monday,0,9,1,0,38.61351351351351,19,1,2,109.0,184.0,192.85714285714286,0.0
Gunar Cockshoot,India,Smooth Sliky Salty,2022-03-02,3752,70,2022,3,2,Wednesday,2,9,1,0,53.6,19,2,10,370.0,467.0,136.14285714285714,0.0
Camilla Castle,Australia,Smooth Sliky Salty,2022-03-03,7406,118,2022,3,3,Thursday,3,9,1,0,62.76271186440678,19,0,4,70.0,169.0,128.85714285714286,0.0
Madelene Upcott,UK,Smooth Sliky Salty,2022-03-04,14539,84,2022,3,4,Friday,4,9,1,0,173.08333333333334,19,4,17,118.0,119.0,123.85714285714286,0.0
Oby Sorrel,USA,Smooth Sliky Salty,2022-03-04,3577,158,2022,3,4,Friday,4,9,1,0,22.639240506329113,19,5,20,84.0,8.0,145.28571428571428,0.0
Roddy Speechley,Canada,Smooth Sliky Salty,2022-03-07,9338,11,2022,3,7,Monday,0,10,1,0,848.9090909090909,19,1,22,158.0,108.0,131.42857142857142,0.0
Kelci Walkden,New Zealand,Smooth Sliky Salty,2022-03-11,10633,277,2022,3,11,Friday,4,10,1,0,38.38628158844765,19,3,16,11.0,109.0,155.42857142857142,0.0
Ches Bonnell,Canada,Smooth Sliky Salty,2022-03-16,9870,121,2022,3,16,Wednesday,2,11,1,0,81.5702479338843,19,1,5,277.0,370.0,119.85714285714286,0.0
Dennison Crosswaite,Canada,Smooth Sliky Salty,2022-03-17,1750,479,2022,3,17,Thursday,3,11,1,0,3.653444676409186,19,1,7,121.0,70.0,178.28571428571428,0.0
Kelci Walkden,Canada,Smooth Sliky Salty,2022-03-17,8099,118,2022,3,17,Thursday,3,11,1,0,68.63559322033899,19,1,16,479.0,118.0,178.28571428571428,0.0
